BallUniqueID,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,IsBowlerWicket,BallName,CommentStrikers,IsExtra,IsMaiden,BowlTypeName,ShotType,IsBouncer,BallCount,TotalRuns,BOWLING_LINE_ID,BOWLING_LENGTH_ID,IsFifty,IsHundred,IsHattrick
327433,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.1,Deepak Chahar TO Wriddhiman Saha,0,0,OUTSWINGER,FORWARD DEFENCE,0,1,0,Off stump,Good Length,0,0,0
327434,2,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.2,Deepak Chahar TO Wriddhiman Saha,0,0,OUTSWINGER,CUT SHOT,0,2,0,Outside Off stump,Good Length,0,0,0
327435,3,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0.3,Deepak Chahar TO Wriddhiman Saha,0,0,ANGLED IN,BACKFOOT DEFENCE,0,3,1,Outside Off stump,Short of Good Length,0,0,0
327436,4,1046,1,35,Gujarat Titans,Shubman Gill,Deepak Chahar,,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0.4,Deepak Chahar TO Shubman Gill,0,0,OUTSWINGER,BACKFOOT PUSH,0,4,2,Off stump,Good Length,0,0,0
327437,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0.5,Deepak Chahar TO Wriddhiman Saha,0,0,INSWINGER,FORWARD PUSH,0,5,3,Outside Off stump,Good Length,0,0,0
327438,6,1046,1,35,Gujarat Titans,Shubman Gill,Deepak Chahar,,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0.6,Deepak Chahar TO Shubman Gill,0,0,OUTSWINGER,BACKFOOT PUSH,0,6,4,Outside Off stump,Short of Good Length,0,0,0
327439,1,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1.1,Tushar Deshpande TO Shubman Gill,0,0,OUTSWINGER,FORWARD DEFENCE,0,1,4,Off stump,Good Length,0,0,0
327440,2,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1.2,Tushar Deshpande TO Shubman Gill,0,0,ANGLED IN,FRONTFOOT ON DRIVE,0,2,5,Outside Off stump,Good Length,0,0,0
327441,3,1046,1,35,Gujarat Titans,Wriddhiman Saha,Tushar Deshpande,,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1.3,Tushar Deshpande TO Wriddhiman Saha,0,0,ANGLED IN,BACKFOOT DEFENCE,0,3,6,Outside Off stump,Short of Good Length,0,0,0
327442,4,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1.4,Tushar Deshpande TO Shubman Gill,0,0,ANGLED IN,FRONTFOOT FLICK,0,4,7,Outside Off stump,Good Length,0,0,0
327443,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Tushar Deshpande,,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1.5,Tushar Deshpande TO Wriddhiman Saha,0,0,OUTSWINGER,CUT SHOT,0,5,7,Outside Off stump,Short of Good Length,0,0,0
327444,6,1046,1,35,Gujarat Titans,Wriddhiman Saha,Tushar Deshpande,,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,1.6,Tushar Deshpande TO Wriddhiman Saha,0,0,OUTSWINGER,FRONTFOOT OFF DRIVE,0,6,8,Outside Off stump,Good Length,0,0,0
327445,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,3,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,2.1,Deepak Chahar TO Wriddhiman Saha,0,0,ANGLED IN,STEP DOWN LOFTED ON DRIVE,0,1,14,Outside Off stump,Good Length,0,0,0
327446,2,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,2.2,Deepak Chahar TO Wriddhiman Saha,0,0,OUTSWINGER,BACKFOOT PUSH,0,2,14,Outside Off stump,Short of Good Length,0,0,0
327447,3,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,3,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,2.3,Deepak Chahar TO Wriddhiman Saha,0,0,ANGLED IN,FRONTFOOT PULL SHOT,0,3,18,Outside Off stump,Short of Good Length,0,0,0
327448,4,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,2.4,Deepak Chahar TO Wriddhiman Saha,0,0,ANGLED IN,LOFTED COVER DRIVE,0,4,22,Outside Off stump,Good Length,0,0,0
327449,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,2.5,Deepak Chahar TO Wriddhiman Saha,0,0,ANGLED IN,FORWARD PUSH,0,5,24,Outside Off stump,Good Length,0,0,0
327450,6,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,2.6,Deepak Chahar TO Wriddhiman Saha,0,0,SLOWER BALL,BACKFOOT PULL SHOT,0,6,24,Outside Off stump,Short of Good Length,0,0,0
327451,1,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,4,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,3.1,Tushar Deshpande TO Shubman Gill,0,0,OFF CUTTER,FRONTFOOT PULL SHOT,0,1,28,Outside Off stump,Short of Good Length,0,0,0
327452,2,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,4,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,3.2,Tushar Deshpande TO Shubman Gill,0,0,ANGLED IN,FRONTFOOT FLICK,0,2,32,Outside Off stump,Good Length,0,0,0
327453,3,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,4,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,3.3,Tushar Deshpande TO Shubman Gill,0,0,OFF CUTTER,FRONTFOOT COVERDRIVE,0,3,36,Outside Off stump,Good Length,0,0,0
327454,4,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,3.4,Tushar Deshpande TO Shubman Gill,0,0,ANGLED IN,FRONTFOOT SQUARE DRIVE,0,4,37,Outside Off stump,Good Length,0,0,0
327455,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Tushar Deshpande,,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,3.5,Tushar Deshpande TO Wriddhiman Saha,0,0,OFF CUTTER,BACKFOOT DEFENCE,0,5,38,Outside Off stump,Short of Good Length,0,0,0
327456,6,1046,1,35,Gujarat Titans,Shubman Gill,Tushar Deshpande,,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,3.6,Tushar Deshpande TO Shubman Gill,0,0,ANGLED IN,FRONTFOOT FLICK,0,6,38,Off stump,Good Length,0,0,0
327457,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,4.1,Deepak Chahar TO Wriddhiman Saha,0,0,OFF CUTTER,STEP DOWN OFF DRIVE,0,1,39,Outside Off stump,Good Length,0,0,0
327458,2,1046,1,35,Gujarat Titans,Shubman Gill,Deepak Chahar,,5,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,4.2,Deepak Chahar TO Shubman Gill,0,0,ANGLED IN,BACKFOOT PULL SHOT,0,2,41,Outside Off stump,Short of Good Length,0,0,0
327459,3,1046,1,35,Gujarat Titans,Shubman Gill,Deepak Chahar,,5,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,4.3,Deepak Chahar TO Shubman Gill,0,0,OFF CUTTER,CUT SHOT,0,3,45,Outside Off stump,Short of Good Length,0,0,0
327460,4,1046,1,35,Gujarat Titans,Shubman Gill,Deepak Chahar,,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,4.4,Deepak Chahar TO Shubman Gill,0,0,SLOWER BALL,FRONTFOOT PULL SHOT,0,4,46,Outside Off stump,Short of Good Length,0,0,0
327461,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,5,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,4.5,Deepak Chahar TO Wriddhiman Saha,0,0,STRAIGHT BALL,SCOOP,0,5,48,Outside Off stump,Short of Good Length,0,0,0
327462,6,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,5,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,4.6,Deepak Chahar TO Wriddhiman Saha,0,0,SLOWER BALL,FRONTFOOT PULL SHOT,0,6,49,Outside Off stump,Short of Good Length,0,0,0
327463,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,5.1,Maheesh Theekshana TO Wriddhiman Saha,0,0,CARROM BALL,FORWARD DEFENCE,0,1,49,Off stump,Good Length,0,0,0
327464,2,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,5.2,Maheesh Theekshana TO Wriddhiman Saha,0,0,CARROM BALL,INSIDE OUT,0,2,50,Off stump,Good Length,1,0,0
327465,3,1046,1,35,Gujarat Titans,Shubman Gill,Maheesh Theekshana,,6,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,5.3,Maheesh Theekshana TO Shubman Gill,0,0,CARROM BALL,FRONTFOOT SQUARE DRIVE,0,3,54,Outside Off stump,Good Length,0,0,0
327466,4,1046,1,35,Gujarat Titans,Shubman Gill,Maheesh Theekshana,,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,5.4,Maheesh Theekshana TO Shubman Gill,0,0,CARROM BALL,STEP DOWN LOFTED OFF DRIVE,0,4,58,Off stump,Good Length,0,0,0
327467,5,1046,1,35,Gujarat Titans,Shubman Gill,Maheesh Theekshana,,6,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,5.5,Maheesh Theekshana TO Shubman Gill,0,0,CARROM BALL,SWEEP SHOT,0,5,62,Off stump,Good Length,0,0,0
327468,6,1046,1,35,Gujarat Titans,Shubman Gill,Maheesh Theekshana,,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,5.6,Maheesh Theekshana TO Shubman Gill,0,0,OFF SPIN,STEP DOWN COVER DRIVE,0,6,62,Off stump,Yorker,0,0,0
327469,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6.1,Ravindra Jadeja TO Wriddhiman Saha,0,0,ARM BALL,LEG GLANCE,0,1,63,Off stump,Good Length,0,0,0
327470,2,1046,1,35,Gujarat Titans,Shubman Gill,Ravindra Jadeja,,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,6.2,Ravindra Jadeja TO Shubman Gill,0,0,ORTHODOX,FORWARD PUSH,0,2,65,Off stump,Good Length,0,0,0
327471,3,1046,1,35,Gujarat Titans,Shubman Gill,Ravindra Jadeja,,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6.3,Ravindra Jadeja TO Shubman Gill,0,0,ORTHODOX,FORWARD PUSH,0,3,66,Leg stump,Full Length,0,0,0
327472,4,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,6.4,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,STEP DOWN LOFTED OFF DRIVE,0,4,66,Off stump,Good Length,0,0,0
327473,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,7,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,6.5,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,BACKFOOT DEFENCE,0,5,67,Off stump,Good Length,0,0,0
327474,6,1046,1,35,Gujarat Titans,Shubman Gill,Ravindra Jadeja,,7,6,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Stumped,1,6.6,Ravindra Jadeja TO Shubman Gill,0,0,ORTHODOX,FORWARD PUSH,0,6,67,Off stump,Good Length,0,0,0
327475,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.1,Maheesh Theekshana TO Wriddhiman Saha,0,0,OFF SPIN,FORWARD PUSH,0,1,68,Off stump,Good Length,0,0,0
327476,2,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.2,Maheesh Theekshana TO Sai Sudharsan,0,0,CARROM BALL,FORWARD PUSH,0,2,69,Leg stump,Good Length,0,0,0
327477,3,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.3,Maheesh Theekshana TO Wriddhiman Saha,0,0,CARROM BALL,BACKFOOT COVERDRIVE,0,3,70,Off stump,Full Length,0,0,0
327478,4,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,7.4,Maheesh Theekshana TO Sai Sudharsan,0,0,CARROM BALL,FRONTFOOT STRAIGHT DRIVE,0,4,70,Middle stump,Good Length,0,0,0
327479,5,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,8,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.5,Maheesh Theekshana TO Sai Sudharsan,0,0,CARROM BALL,BACKFOOT OFF DRIVE,0,5,71,Outside Off stump,Good Length,0,0,0
327480,6,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,8,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.6,Maheesh Theekshana TO Wriddhiman Saha,0,0,CARROM BALL,SLOG SWEEP,0,6,72,Outside Off stump,Good Length,0,0,0
327481,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,9,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,8.1,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,CUT SHOT,0,1,76,Leg stump,Good Length,0,0,0
327482,2,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,9,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.2,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,BACKFOOT COVERDRIVE,0,2,77,Outside Leg stump,Good Length,0,0,0
327483,3,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.3,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,BACKFOOT ON DRIVE,0,3,78,Leg stump,Good Length,0,0,0
327484,4,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,9,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.4,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,SWEEP SHOT,0,4,79,Leg stump,Good Length,0,0,0
327485,5,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,8.5,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,FORWARD PUSH,0,5,79,Leg stump,Good Length,0,0,0
327486,6,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,9,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.6,Ravindra Jadeja TO Sai Sudharsan,0,0,ARM BALL,CUT SHOT,0,6,80,Outside Off stump,Good Length,0,0,0
327487,1,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.1,Maheesh Theekshana TO Sai Sudharsan,0,0,OFF SPIN,FORWARD PUSH,0,1,81,Leg stump,Good Length,0,0,0
327488,2,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.2,Maheesh Theekshana TO Wriddhiman Saha,0,0,GOOGLY,FORWARD PUSH,0,2,82,Off stump,Good Length,0,0,0
327489,3,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,9.3,Maheesh Theekshana TO Sai Sudharsan,0,0,OFF SPIN,FRONTFOOT COVERDRIVE,0,3,82,Leg stump,Full Length,0,0,0
327490,4,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,10,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.4,Maheesh Theekshana TO Sai Sudharsan,0,0,CARROM BALL,SLOG SWEEP,0,4,83,Outside Off stump,Good Length,0,0,0
327491,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,10,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,9.5,Maheesh Theekshana TO Wriddhiman Saha,0,0,CARROM BALL,BACKFOOT PULL SHOT,0,5,85,Off stump,Short of Good Length,0,0,0
327492,6,1046,1,35,Gujarat Titans,Wriddhiman Saha,Maheesh Theekshana,,10,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.6,Maheesh Theekshana TO Wriddhiman Saha,0,0,CARROM BALL,STEP DOWN OFF DRIVE,0,6,86,Off stump,Full Toss,0,0,0
327493,1,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,11,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,10.1,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,CUT SHOT,0,1,90,Leg stump,Short of Good Length,0,0,0
327494,2,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,11,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,10.2,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,BACKFOOT PUSH,0,2,91,Leg stump,Good Length,0,0,0
327495,3,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,11,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,10.3,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,SWEEP SHOT,0,3,93,Leg stump,Good Length,0,0,0
327496,4,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,11,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,10.4,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,SLOG SWEEP,0,4,94,Off stump,Good Length,0,0,0
327497,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,11,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,10.5,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,LOFTED COVER DRIVE,0,5,95,Middle stump,Good Length,0,0,0
327498,6,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,11,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,10.6,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,LATE CUT,0,6,96,Outside Off stump,Good Length,0,0,0
327499,1,1046,1,35,Gujarat Titans,Sai Sudharsan,Matheesha Pathirana,,12,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,11.1,Matheesha Pathirana TO Sai Sudharsan,0,0,OFF CUTTER,FRONTFOOT COVERDRIVE,0,1,100,Outside Off stump,Full Length,0,1,0
327500,2,1046,1,35,Gujarat Titans,Sai Sudharsan,Matheesha Pathirana,,12,2,1 (WD),0,0,0,0,0,1,1,0,0,0,0,0,0,,0,11.2,Matheesha Pathirana TO Sai Sudharsan,1,0,ANGLED ACROSS,FRONTFOOT COVERDRIVE,0,2,101,Outside Off stump,Full Toss,0,0,0
327501,3,1046,1,35,Gujarat Titans,Sai Sudharsan,Matheesha Pathirana,,12,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,11.2,Matheesha Pathirana TO Sai Sudharsan,0,0,ANGLED ACROSS,FRONTFOOT SQUARE DRIVE,0,3,105,Outside Off stump,Good Length,0,0,0
327502,4,1046,1,35,Gujarat Titans,Sai Sudharsan,Matheesha Pathirana,,12,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.3,Matheesha Pathirana TO Sai Sudharsan,0,0,ANGLED ACROSS,GLIDE,0,4,106,Outside Off stump,Good Length,0,0,0
327503,5,1046,1,35,Gujarat Titans,Wriddhiman Saha,Matheesha Pathirana,,12,4,1 (WD),0,0,0,0,0,1,1,0,0,0,0,0,0,,0,11.4,Matheesha Pathirana TO Wriddhiman Saha,1,0,OFF CUTTER,LEFT ALONE,0,5,107,Wide outside Off stump,Short of Good Length,0,0,0
327504,6,1046,1,35,Gujarat Titans,Wriddhiman Saha,Matheesha Pathirana,,12,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.4,Matheesha Pathirana TO Wriddhiman Saha,0,0,STRAIGHT BALL,FRONTFOOT OFF DRIVE,0,6,108,Outside Off stump,Good Length,0,0,0
327505,7,1046,1,35,Gujarat Titans,Sai Sudharsan,Matheesha Pathirana,,12,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,11.5,Matheesha Pathirana TO Sai Sudharsan,0,0,BOUNCER,UPPER CUT,1,7,108,Middle stump,Short Length,0,0,0
327506,8,1046,1,35,Gujarat Titans,Sai Sudharsan,Matheesha Pathirana,,12,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.6,Matheesha Pathirana TO Sai Sudharsan,0,0,STRAIGHT BALL,BACKFOOT ON DRIVE,0,8,109,Off stump,Short of Good Length,0,0,0
327507,1,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,13,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,12.1,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,BACKFOOT COVERDRIVE,0,1,111,Outside Off stump,Good Length,0,0,0
327508,2,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,13,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.2,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,BACKFOOT PUSH,0,2,112,Outside Leg stump,Good Length,0,0,0
327509,3,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,13,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,12.3,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,CUT SHOT,0,3,116,Off stump,Good Length,0,0,0
327510,4,1046,1,35,Gujarat Titans,Wriddhiman Saha,Ravindra Jadeja,,13,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.4,Ravindra Jadeja TO Wriddhiman Saha,0,0,ORTHODOX,BACKFOOT PULL SHOT,0,4,117,Leg stump,Good Length,0,0,0
327511,5,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,13,5,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,12.5,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,SLOG SWEEP,0,5,123,Off stump,Good Length,0,0,0
327512,6,1046,1,35,Gujarat Titans,Sai Sudharsan,Ravindra Jadeja,,13,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.6,Ravindra Jadeja TO Sai Sudharsan,0,0,ORTHODOX,FRONTFOOT ON DRIVE,0,6,124,Off stump,Full Length,0,0,0
327513,1,1046,1,35,Gujarat Titans,Sai Sudharsan,Deepak Chahar,,14,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,13.1,Deepak Chahar TO Sai Sudharsan,0,0,SLOWER BALL,FORWARD PUSH,0,1,126,Outside Off stump,Good Length,0,0,0
327514,2,1046,1,35,Gujarat Titans,Sai Sudharsan,Deepak Chahar,,14,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,13.2,Deepak Chahar TO Sai Sudharsan,0,0,OFF CUTTER,FRONTFOOT COVERDRIVE,0,2,128,Outside Off stump,Good Length,0,0,0
327515,3,1046,1,35,Gujarat Titans,Sai Sudharsan,Deepak Chahar,,14,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.3,Deepak Chahar TO Sai Sudharsan,0,0,SLOWER BALL,FRONTFOOT ON DRIVE,0,3,129,Outside Off stump,Good Length,0,0,0
327516,4,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,14,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.4,Deepak Chahar TO Wriddhiman Saha,0,0,SLOWER BALL,FRONTFOOT OFF DRIVE,0,4,130,Off stump,Full Length,0,0,0
327517,5,1046,1,35,Gujarat Titans,Sai Sudharsan,Deepak Chahar,,14,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.5,Deepak Chahar TO Sai Sudharsan,0,0,SLOW BOUNCER,BACKFOOT DEFENCE,0,5,131,Outside Off stump,Short of Good Length,0,0,0
327518,6,1046,1,35,Gujarat Titans,Wriddhiman Saha,Deepak Chahar,,14,6,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,1,13.6,Deepak Chahar TO Wriddhiman Saha,0,0,LEGCUTTER,SLOG SHOT,0,6,131,Off stump,Good Length,0,0,0
327519,1,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,14.1,Maheesh Theekshana TO Sai Sudharsan,0,0,OFF SPIN,CUT SHOT,0,1,131,Outside Off stump,Good Length,0,0,0
327520,2,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,14.2,Maheesh Theekshana TO Sai Sudharsan,0,0,CARROM BALL,STEP DOWN COVER DRIVE,0,2,131,Off stump,Good Length,0,0,0
327521,3,1046,1,35,Gujarat Titans,Sai Sudharsan,Maheesh Theekshana,,15,3,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,14.3,Maheesh Theekshana TO Sai Sudharsan,0,0,OFF SPIN,SLOG SWEEP,0,3,137,Middle stump,Full Toss,0,0,0
