BallUniqueID,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,IsBowlerWicket,BallName,CommentStrikers,IsExtra,IsMaiden,BowlTypeName,ShotType,IsBouncer,BallCount,TotalRuns,BOWLING_LINE_ID,BOWLING_LENGTH_ID,IsFifty,IsHundred,IsHattrick
318519,1,894,1,16,Kolkata Knight Riders,Venkatesh Iyer,Noor Ahmad,,10,1,1 (WD),0,0,0,0,0,1,1,0,0,0,0,0,0,,0,9.1,Noor Ahmad TO Venkatesh Iyer,1,0,Knuckleball,LEG GLANCE,0,1,81,Leg stump,Good Length,0,0,0
318520,2,894,1,16,Kolkata Knight Riders,Venkatesh Iyer,Noor Ahmad,,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,9.1,Noor Ahmad TO Venkatesh Iyer,0,0,Knuckleball,BACKFOOT PULL SHOT,0,2,81,Off stump,Short of Good Length,0,0,0
318521,3,894,1,16,Kolkata Knight Riders,Venkatesh Iyer,Noor Ahmad,,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.2,Noor Ahmad TO Venkatesh Iyer,0,0,Knuckleball,FRONTFOOT ON DRIVE,0,3,82,Off stump,Good Length,0,0,0
318522,4,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Noor Ahmad,,10,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.3,Noor Ahmad TO Rahmanullah Gurbaz,0,0,Knuckleball,CUT SHOT,0,4,83,Outside Off stump,Short of Good Length,0,0,0
318523,5,894,1,16,Kolkata Knight Riders,Venkatesh Iyer,Noor Ahmad,,10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,9.4,Noor Ahmad TO Venkatesh Iyer,0,0,Knuckleball,BACKFOOT PUSH,0,5,83,Outside Off stump,Good Length,0,0,0
318524,6,894,1,16,Kolkata Knight Riders,Venkatesh Iyer,Noor Ahmad,,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,9.5,Noor Ahmad TO Venkatesh Iyer,0,0,Knuckleball,BACKFOOT PUSH,0,6,83,Off stump,Good Length,0,0,0
318525,7,894,1,16,Kolkata Knight Riders,Venkatesh Iyer,Noor Ahmad,,10,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,9.6,Noor Ahmad TO Venkatesh Iyer,0,0,Knuckleball,FRONTFOOT ON DRIVE,0,7,84,Leg stump,Full Length,0,0,0
318526,1,894,1,16,Kolkata Knight Riders,Venkatesh Iyer,Josh Little,,11,1,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,1,10.1,Josh Little TO Venkatesh Iyer,0,0,Knuckleball,SCOOP,0,1,84,Off stump,Good Length,0,0,0
318527,2,894,1,16,Kolkata Knight Riders,Nitish Rana,Josh Little,,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10.2,Josh Little TO Nitish Rana,0,0,Knuckleball,BACKFOOT PUSH,0,2,84,Outside Off stump,Short of Good Length,0,0,0
318528,3,894,1,16,Kolkata Knight Riders,Nitish Rana,Josh Little,,11,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,10.3,Josh Little TO Nitish Rana,0,0,Knuckleball,GLIDE,0,3,88,Outside Off stump,Short of Good Length,0,0,0
318529,4,894,1,16,Kolkata Knight Riders,Nitish Rana,Josh Little,,11,4,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,1,10.4,Josh Little TO Nitish Rana,0,0,Knuckleball,BACKFOOT SQUARE DRIVE,0,4,88,Outside Off stump,Short of Good Length,0,0,0
318530,5,894,1,16,Kolkata Knight Riders,Rinku Singh,Josh Little,,11,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10.5,Josh Little TO Rinku Singh,0,0,Knuckleball,FORWARD PUSH,0,5,88,Outside Off stump,Good Length,0,0,0
318531,6,894,1,16,Kolkata Knight Riders,Rinku Singh,Josh Little,,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10.6,Josh Little TO Rinku Singh,0,0,Knuckleball,CUT SHOT,0,6,88,Outside Off stump,Short of Good Length,0,0,0
318532,1,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Noor Ahmad,,12,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,11.1,Noor Ahmad TO Rahmanullah Gurbaz,0,0,Knuckleball,LOFTED OFF DRIVE,0,1,94,Outside Leg stump,Good Length,0,0,0
318533,2,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Noor Ahmad,,12,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.2,Noor Ahmad TO Rahmanullah Gurbaz,0,0,Knuckleball,FRONTFOOT FLICK,0,2,95,Outside Leg stump,Good Length,0,0,0
318534,3,894,1,16,Kolkata Knight Riders,Rinku Singh,Noor Ahmad,,12,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,11.3,Noor Ahmad TO Rinku Singh,0,0,Knuckleball,FORWARD DEFENCE,0,3,95,Outside Off stump,Good Length,0,0,0
318535,4,894,1,16,Kolkata Knight Riders,Rinku Singh,Noor Ahmad,,12,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.4,Noor Ahmad TO Rinku Singh,0,0,Knuckleball,FORWARD PUSH,0,4,96,Outside Off stump,Full Toss,0,0,0
318536,5,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Noor Ahmad,,12,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,11.5,Noor Ahmad TO Rahmanullah Gurbaz,0,0,Knuckleball,BACKFOOT PUSH,0,5,97,Outside Leg stump,Good Length,0,0,0
318537,6,894,1,16,Kolkata Knight Riders,Rinku Singh,Noor Ahmad,,12,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,11.6,Noor Ahmad TO Rinku Singh,0,0,Knuckleball,FORWARD PUSH,0,6,97,Outside Off stump,Good Length,0,0,0
318538,1,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Hardik Pandya,,13,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,12.1,Hardik Pandya TO Rahmanullah Gurbaz,0,0,Knuckleball,LOFTED ON DRIVE,0,1,103,Outside Off stump,Short of Good Length,0,1,0
318539,2,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Hardik Pandya,,13,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.2,Hardik Pandya TO Rahmanullah Gurbaz,0,0,Knuckleball,FORWARD PUSH,0,2,104,Outside Off stump,Good Length,0,0,0
318540,3,894,1,16,Kolkata Knight Riders,Rinku Singh,Hardik Pandya,,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,12.3,Hardik Pandya TO Rinku Singh,0,0,Knuckleball,FORWARD PUSH,0,3,104,Off stump,Short of Good Length,0,0,0
318541,4,894,1,16,Kolkata Knight Riders,Rinku Singh,Hardik Pandya,,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,12.4,Hardik Pandya TO Rinku Singh,0,0,Knuckleball,FRONTFOOT PULL SHOT,0,4,104,Outside Leg stump,Short of Good Length,0,0,0
318542,5,894,1,16,Kolkata Knight Riders,Rinku Singh,Hardik Pandya,,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,12.5,Hardik Pandya TO Rinku Singh,0,0,Knuckleball,BACKFOOT DEFENCE,0,5,104,Leg stump,Short of Good Length,0,0,0
318543,6,894,1,16,Kolkata Knight Riders,Rinku Singh,Hardik Pandya,,13,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,12.6,Hardik Pandya TO Rinku Singh,0,0,Knuckleball,STEP DOWN PULL SHOT,0,6,105,Leg stump,Short of Good Length,0,0,0
318544,1,894,1,16,Kolkata Knight Riders,Rinku Singh,Mohit Sharma,,14,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,13.1,Mohit Sharma TO Rinku Singh,0,0,Knuckleball,FRONTFOOT FLICK,0,1,111,Outside Leg stump,Short of Good Length,0,0,0
318545,2,894,1,16,Kolkata Knight Riders,Rinku Singh,Mohit Sharma,,14,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,13.2,Mohit Sharma TO Rinku Singh,0,0,Knuckleball,FRONTFOOT FLICK,0,2,113,Leg stump,Good Length,0,0,0
318546,3,894,1,16,Kolkata Knight Riders,Rinku Singh,Mohit Sharma,,14,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,13.3,Mohit Sharma TO Rinku Singh,0,0,Knuckleball,FRONTFOOT PULL SHOT,0,3,113,Leg stump,Short of Good Length,0,0,0
318547,4,894,1,16,Kolkata Knight Riders,Rinku Singh,Mohit Sharma,,14,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,13.4,Mohit Sharma TO Rinku Singh,0,0,Knuckleball,FRONTFOOT COVERDRIVE,0,4,115,Outside Off stump,Good Length,0,0,0
318548,5,894,1,16,Kolkata Knight Riders,Rinku Singh,Mohit Sharma,,14,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.5,Mohit Sharma TO Rinku Singh,0,0,Knuckleball,CUT SHOT,0,5,116,Outside Off stump,Short of Good Length,0,0,0
318549,6,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Mohit Sharma,,14,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,13.6,Mohit Sharma TO Rahmanullah Gurbaz,0,0,Knuckleball,LATE CUT,0,6,117,Outside Off stump,Good Length,0,0,0
318550,1,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Rashid Khan,,15,1,1 (WD),0,0,0,0,0,1,1,0,0,0,0,0,0,,0,14.1,Rashid Khan TO Rahmanullah Gurbaz,1,0,Knuckleball,SWEEP SHOT,0,1,118,Outside Leg stump,Good Length,0,0,0
318551,2,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Rashid Khan,,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,14.1,Rashid Khan TO Rahmanullah Gurbaz,0,0,Knuckleball,BACKFOOT PUSH,0,2,119,Leg stump,Good Length,0,0,0
318552,3,894,1,16,Kolkata Knight Riders,Rinku Singh,Rashid Khan,,15,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,14.2,Rashid Khan TO Rinku Singh,0,0,Knuckleball,FRONTFOOT ON DRIVE,0,3,121,Outside Off stump,Full Length,0,0,0
318553,4,894,1,16,Kolkata Knight Riders,Rinku Singh,Rashid Khan,,15,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,14.3,Rashid Khan TO Rinku Singh,0,0,Knuckleball,SLOG SWEEP,0,4,122,Outside Off stump,Full Length,0,0,0
318554,5,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Rashid Khan,,15,4,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,14.4,Rashid Khan TO Rahmanullah Gurbaz,0,0,Knuckleball,LOFTED OFF DRIVE,0,5,128,Outside Off stump,Good Length,0,0,0
318555,6,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Rashid Khan,,15,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,14.5,Rashid Khan TO Rahmanullah Gurbaz,0,0,Knuckleball,BACKFOOT PULL SHOT,0,6,132,Off stump,Good Length,0,0,0
318556,7,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Rashid Khan,,15,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,14.6,Rashid Khan TO Rahmanullah Gurbaz,0,0,Knuckleball,BACKFOOT PUSH,0,7,134,Outside Off stump,Good Length,0,0,0
318557,1,894,1,16,Kolkata Knight Riders,Rinku Singh,Noor Ahmad,,16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,15.1,Noor Ahmad TO Rinku Singh,0,0,Knuckleball,CUT SHOT,0,1,135,Outside Off stump,Good Length,0,0,0
318558,2,894,1,16,Kolkata Knight Riders,Rahmanullah Gurbaz,Noor Ahmad,,16,2,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,1,15.2,Noor Ahmad TO Rahmanullah Gurbaz,0,0,Knuckleball,LOFTED ON DRIVE,0,2,135,Outside Leg stump,Full Toss,0,0,0
318559,3,894,1,16,Kolkata Knight Riders,Andre Russell,Noor Ahmad,,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,15.3,Noor Ahmad TO Andre Russell,0,0,Knuckleball,BACKFOOT PUSH,0,3,135,Leg stump,Good Length,0,0,0
318560,4,894,1,16,Kolkata Knight Riders,Andre Russell,Noor Ahmad,,16,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,15.4,Noor Ahmad TO Andre Russell,0,0,Knuckleball,CUT SHOT,0,4,136,Outside Off stump,Good Length,0,0,0
318561,5,894,1,16,Kolkata Knight Riders,Rinku Singh,Noor Ahmad,,16,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,15.5,Noor Ahmad TO Rinku Singh,0,0,Knuckleball,BACKFOOT PULL SHOT,0,5,137,Outside Off stump,Good Length,0,0,0
318562,6,894,1,16,Kolkata Knight Riders,Andre Russell,Noor Ahmad,,16,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,15.6,Noor Ahmad TO Andre Russell,0,0,Knuckleball,FORWARD PUSH,0,6,137,Outside Leg stump,Good Length,0,0,0
318563,1,894,1,16,Kolkata Knight Riders,Rinku Singh,Rashid Khan,,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,16.1,Rashid Khan TO Rinku Singh,0,0,Knuckleball,BACKFOOT PUSH,0,1,138,Outside Off stump,Good Length,0,0,0
318564,2,894,1,16,Kolkata Knight Riders,Andre Russell,Rashid Khan,,17,2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,16.2,Rashid Khan TO Andre Russell,0,0,Knuckleball,LOFTED ON DRIVE,0,2,144,Off stump,Good Length,0,0,0
318565,3,894,1,16,Kolkata Knight Riders,Andre Russell,Rashid Khan,,17,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,16.3,Rashid Khan TO Andre Russell,0,0,Knuckleball,BACKFOOT DEFENCE,0,3,144,Outside Off stump,Good Length,0,0,0
318566,4,894,1,16,Kolkata Knight Riders,Andre Russell,Rashid Khan,,17,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,16.4,Rashid Khan TO Andre Russell,0,0,Knuckleball,BACKFOOT PUSH,0,4,144,Off stump,Good Length,0,0,0
318567,5,894,1,16,Kolkata Knight Riders,Andre Russell,Rashid Khan,,17,5,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,16.5,Rashid Khan TO Andre Russell,0,0,Knuckleball,SLOG SWEEP,0,5,150,Leg stump,Good Length,0,0,0
318568,6,894,1,16,Kolkata Knight Riders,Andre Russell,Rashid Khan,,17,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,16.6,Rashid Khan TO Andre Russell,0,0,Knuckleball,BACKFOOT PUSH,0,6,151,Off stump,Good Length,0,0,0
318569,1,894,1,16,Kolkata Knight Riders,Andre Russell,Noor Ahmad,,18,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,17.1,Noor Ahmad TO Andre Russell,0,0,Knuckleball,FRONTFOOT PULL SHOT,0,1,155,Leg stump,Short of Good Length,0,0,0
318570,2,894,1,16,Kolkata Knight Riders,Andre Russell,Noor Ahmad,,18,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,17.2,Noor Ahmad TO Andre Russell,0,0,Knuckleball,FRONTFOOT PULL SHOT,0,2,156,Off stump,Short of Good Length,0,0,0
318571,3,894,1,16,Kolkata Knight Riders,Rinku Singh,Noor Ahmad,,18,3,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,1,17.3,Noor Ahmad TO Rinku Singh,0,0,Knuckleball,LOFTED OFF DRIVE,0,3,156,Wide outside Off stump,Good Length,0,0,0
318572,4,894,1,16,Kolkata Knight Riders,David Wiese,Noor Ahmad,,18,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,17.4,Noor Ahmad TO David Wiese,0,0,Knuckleball,BACKFOOT PUSH,0,4,156,Outside Leg stump,Good Length,0,0,0
318573,5,894,1,16,Kolkata Knight Riders,David Wiese,Noor Ahmad,,18,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,17.5,Noor Ahmad TO David Wiese,0,0,Knuckleball,CUT SHOT,0,5,156,Outside Off stump,Good Length,0,0,0
318574,6,894,1,16,Kolkata Knight Riders,David Wiese,Noor Ahmad,,18,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,17.6,Noor Ahmad TO David Wiese,0,0,Knuckleball,SWEEP SHOT,0,6,156,Outside Leg stump,Good Length,0,0,0
318575,1,894,1,16,Kolkata Knight Riders,Andre Russell,Josh Little,,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,18.1,Josh Little TO Andre Russell,0,0,Knuckleball,BACKFOOT DEFENCE,0,1,157,Middle stump,Yorker,0,0,0
318576,2,894,1,16,Kolkata Knight Riders,David Wiese,Josh Little,,19,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,18.2,Josh Little TO David Wiese,0,0,Knuckleball,FRONTFOOT PULL SHOT,0,2,158,Off stump,Short of Good Length,0,0,0
318577,3,894,1,16,Kolkata Knight Riders,Andre Russell,Josh Little,,19,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,18.3,Josh Little TO Andre Russell,0,0,Knuckleball,FRONTFOOT COVERDRIVE,0,3,158,Outside Off stump,Full Length,0,0,0
318578,4,894,1,16,Kolkata Knight Riders,Andre Russell,Josh Little,,19,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,18.4,Josh Little TO Andre Russell,0,0,Knuckleball,LOFTED ON DRIVE,0,4,160,Off stump,Good Length,0,0,0
318579,5,894,1,16,Kolkata Knight Riders,Andre Russell,Josh Little,,19,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,18.5,Josh Little TO Andre Russell,0,0,Knuckleball,FRONTFOOT COVERDRIVE,0,5,161,Outside Off stump,Short of Good Length,0,0,0
318580,6,894,1,16,Kolkata Knight Riders,David Wiese,Josh Little,,19,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,18.6,Josh Little TO David Wiese,0,0,Knuckleball,LOFTED ON DRIVE,0,6,167,Off stump,Full Length,0,0,0
318581,1,894,1,16,Kolkata Knight Riders,Andre Russell,Mohammad Shami,,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,19.1,Mohammad Shami TO Andre Russell,0,0,Knuckleball,FRONTFOOT ON DRIVE,0,1,168,Leg stump,Yorker,0,0,0
318582,2,894,1,16,Kolkata Knight Riders,David Wiese,Mohammad Shami,,20,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,19.2,Mohammad Shami TO David Wiese,0,0,Knuckleball,LOFTED OFF DRIVE,0,2,169,Outside Off stump,Short of Good Length,0,0,0
318583,3,894,1,16,Kolkata Knight Riders,Andre Russell,Mohammad Shami,,20,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,19.3,Mohammad Shami TO Andre Russell,0,0,Knuckleball,FRONTFOOT PULL SHOT,0,3,169,Off stump,Short Length,0,0,0
318584,4,894,1,16,Kolkata Knight Riders,Andre Russell,Mohammad Shami,,20,4,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,19.4,Mohammad Shami TO Andre Russell,0,0,Knuckleball,LOFTED ON DRIVE,0,4,175,Middle stump,Full Length,0,0,0
318585,5,894,1,16,Kolkata Knight Riders,Andre Russell,Mohammad Shami,,20,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,19.5,Mohammad Shami TO Andre Russell,0,0,Knuckleball,SLOG SHOT,0,5,179,Outside Off stump,Good Length,0,0,0
318586,6,894,1,16,Kolkata Knight Riders,Andre Russell,Mohammad Shami,,20,6,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,1,19.6,Mohammad Shami TO Andre Russell,0,0,Knuckleball,SLICED OVER POINT,0,6,179,Outside Off stump,Full Length,0,0,0
317312,1,893,1,77,Lucknow Super Giants,K L Rahul,Gurnoor Brar,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0.1,Gurnoor Brar TO K L Rahul,0,0,OUTSWINGER,FRONTFOOT SQUARE DRIVE,0,1,1,Outside Off stump,Full Length,0,0,0
317313,2,893,1,77,Lucknow Super Giants,Kyle Mayers,Gurnoor Brar,,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0.2,Gurnoor Brar TO Kyle Mayers,0,0,INSWINGER,FRONTFOOT OFF DRIVE,0,2,2,Outside Off stump,Good Length,0,0,0
317314,3,893,1,77,Lucknow Super Giants,K L Rahul,Gurnoor Brar,,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.3,Gurnoor Brar TO K L Rahul,0,0,OUTSWINGER,BACKFOOT PUSH,0,3,2,Outside Off stump,Good Length,0,0,0
317315,4,893,1,77,Lucknow Super Giants,K L Rahul,Gurnoor Brar,,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.4,Gurnoor Brar TO K L Rahul,0,0,OUTSWINGER,BACKFOOT COVERDRIVE,0,4,2,Outside Off stump,Short of Good Length,0,0,0
317316,5,893,1,77,Lucknow Super Giants,K L Rahul,Gurnoor Brar,,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.5,Gurnoor Brar TO K L Rahul,0,0,OUTSWINGER,BACKFOOT DEFENCE,0,5,2,Outside Off stump,Short of Good Length,0,0,0
317317,6,893,1,77,Lucknow Super Giants,K L Rahul,Gurnoor Brar,,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0.6,Gurnoor Brar TO K L Rahul,0,0,OUTSWINGER,FORWARD DEFENCE,0,6,2,Middle stump,Good Length,0,0,0
317318,1,893,1,77,Lucknow Super Giants,Kyle Mayers,Arshdeep Singh,,2,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,1.1,Arshdeep Singh TO Kyle Mayers,0,0,OUTSWINGER,FRONTFOOT SQUARE DRIVE,0,1,6,Outside Off stump,Good Length,0,0,0
317319,2,893,1,77,Lucknow Super Giants,Kyle Mayers,Arshdeep Singh,,2,2,1 (WD),0,0,0,0,0,1,1,0,0,0,0,0,0,,0,1.2,Arshdeep Singh TO Kyle Mayers,1,0,BOUNCER,LEFT ALONE,1,2,7,Outside Off stump,Short Length,0,0,0
317320,3,893,1,77,Lucknow Super Giants,Kyle Mayers,Arshdeep Singh,,2,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,1.2,Arshdeep Singh TO Kyle Mayers,0,0,ANGLED IN,FRONTFOOT PULL SHOT,0,3,11,Outside Off stump,Short of Good Length,0,0,0
317321,4,893,1,77,Lucknow Super Giants,Kyle Mayers,Arshdeep Singh,,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1.3,Arshdeep Singh TO Kyle Mayers,0,0,ANGLED IN,FRONTFOOT ON DRIVE,0,4,11,Off stump,Full Length,0,0,0
317322,5,893,1,77,Lucknow Super Giants,Kyle Mayers,Arshdeep Singh,,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1.4,Arshdeep Singh TO Kyle Mayers,0,0,SLOWER BALL,FRONTFOOT OFF DRIVE,0,5,11,Outside Off stump,Full Length,0,0,0
317323,6,893,1,77,Lucknow Super Giants,Kyle Mayers,Arshdeep Singh,,2,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,1.5,Arshdeep Singh TO Kyle Mayers,0,0,ANGLED IN,LOFTED STRAIGHT,0,6,15,Outside Off stump,Full Length,0,0,0
317324,7,893,1,77,Lucknow Super Giants,Kyle Mayers,Arshdeep Singh,,2,6,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,1.6,Arshdeep Singh TO Kyle Mayers,0,0,SLOWER BALL,STEP DOWN STRAIGHT DRIVE,0,7,19,Off stump,Good Length,0,0,0
317325,1,893,1,77,Lucknow Super Giants,K L Rahul,Gurnoor Brar,,3,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,2.1,Gurnoor Brar TO K L Rahul,0,0,ANGLED IN,FRONTFOOT FLICK,0,1,23,Leg stump,Full Length,0,0,0
317326,2,893,1,77,Lucknow Super Giants,K L Rahul,Gurnoor Brar,,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,Gurnoor Brar TO K L Rahul,0,0,ANGLED IN,BACKFOOT DEFENCE,0,2,24,Outside Off stump,Short of Good Length,0,0,0
317327,3,893,1,77,Lucknow Super Giants,Kyle Mayers,Gurnoor Brar,,3,3,1 (NB),0,0,0,0,1,1,0,1,0,0,0,0,0,,0,2.3,Gurnoor Brar TO Kyle Mayers,1,0,ANGLED ACROSS,FORWARD PUSH,0,3,25,Off stump,Good Length,0,0,0
317328,4,893,1,77,Lucknow Super Giants,Kyle Mayers,Gurnoor Brar,,3,3,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,2.3,Gurnoor Brar TO Kyle Mayers,0,0,ANGLED ACROSS,SLOG SHOT,0,4,31,Off stump,Good Length,0,0,0
317329,5,893,1,77,Lucknow Super Giants,Kyle Mayers,Gurnoor Brar,,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,2.4,Gurnoor Brar TO Kyle Mayers,0,0,STRAIGHT BALL,FRONTFOOT SQUARE DRIVE,0,5,31,Outside Off stump,Full Length,0,0,0
317330,6,893,1,77,Lucknow Super Giants,Kyle Mayers,Gurnoor Brar,,3,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,0,2.5,Gurnoor Brar TO Kyle Mayers,0,0,ANGLED IN,FRONTFOOT PULL SHOT,0,6,35,Outside Off stump,Short of Good Length,0,0,0
317331,7,893,1,77,Lucknow Super Giants,Kyle Mayers,Gurnoor Brar,,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,2.6,Gurnoor Brar TO Kyle Mayers,0,0,ANGLED IN,FORWARD PUSH,0,7,35,Off stump,Full Length,0,0,0
317332,1,893,1,77,Lucknow Super Giants,K L Rahul,Kagiso Rabada,,4,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,0,3.1,Kagiso Rabada TO K L Rahul,0,0,ANGLED IN,LOFTED STRAIGHT,0,1,41,Outside Off stump,Full Length,0,0,0
317333,2,893,1,77,Lucknow Super Giants,K L Rahul,Kagiso Rabada,,4,2,0 WK,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,1,3.2,Kagiso Rabada TO K L Rahul,0,0,STRAIGHT BALL,CUT SHOT,0,2,41,Outside Off stump,Short of Good Length,0,0,0
317334,3,893,1,77,Lucknow Super Giants,Ayush Badoni,Kagiso Rabada,,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,3.3,Kagiso Rabada TO Ayush Badoni,0,0,STRAIGHT BALL,BACKFOOT PUSH,0,3,41,Outside Off stump,Good Length,0,0,0
317335,4,893,1,77,Lucknow Super Giants,Ayush Badoni,Kagiso Rabada,,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,3.4,Kagiso Rabada TO Ayush Badoni,0,0,OUTSWINGER,BACKFOOT DEFENCE,0,4,41,Outside Off stump,Short of Good Length,0,0,0
